text,label
"@GQMike As if the rain delay wasn't depressing enough, I just read that TR Knight is really leaving Grey's  http://is.gd/15pYy",negative
@nesspatterson @ladonnaelza. It's cuz I don't have kids huh?! Your going to isolate me out now.,negative
YEAH YEAH YEAHS JUNE 10,positive
Irony - Getting on a plane in Tallahassee to head to NoVa as my sister Judi drives south to Tallahassee.,negative
@willcarling God i`m well trained  How are you on this dull day ?,positive
"@chonggo weh? sir, how true is this? I miss you...",positive
"@mileycyrus http://twitpic.com/67a0q - Mileyy, Mileey I love youu! youu are the best singer in the world! andd youï¿½re so cool!",positive
My boss at job #2 is scary,negative
@lorenzHeil Glad you're feeling better! Have a top day!,positive
"I am thrilled to hear that mercury is going direct. Now, i may go out and purchase the things that broke during that time",positive
AWWWWWW up is so cute  Yay! Time for hannah,positive
doesn't feel well.  The headache is getting worse....,negative
@katxrawr D: that's horrible!  poor kay!,negative
emilyrachel__ i'd been meaning to ask u how ur backs goin? is it gettin worse?,negative
long but fun day,positive
@qbubbles hi! found u on search. wanted u to know that we r here to help! follow us to get most out of netwrking among expats in LDN!,positive
@melwillroll it is,negative
My Mac is dead today ...,negative
does not enjoy crying.,negative
@scottduckson follow awaayy dude!!!  i need some followers,positive
X-Men:Wolverine was hot! I say go watch it,positive
gotta love these little girLs! My lil traviesas Lol  off to bed wOrLd. Workk manana  gnite http://mypict.me/400e,positive
@vodafoneNZ What's the date of the info on the coverage tool? Will it be up to date with all 3G active at 31 May? (Ohakune still 2G only,negative
@mcgravy_biscuit I know I was just hoping you would randomly stop by the store to hangout tonite,positive
@jtimberlake rocks my world!!!! soooo funny!!!!  &lt;3,positive
@rrrrubes nothing until july 4,negative
Woot! Michigan shout-out complete with pointing at the hand,positive
It's only June 16th for fifty more minutes,negative
I wish I lived in America,negative
Feeling the winds of change kids...and it's for the good,positive
G'night @AdriannaNicole &amp; @SinnamonLove! and all the rest of my worldwide tweeps that live in weird time zones that aren't same as mine!!,positive
@MsMandyMay Awesome pics! It's a nice way to start the week,positive
Going for a bike ride to the coffee shop. All up hill on the way back,negative
1am and im up with my xavier whos temp is 103.6,negative
"@tommcfly This is too evil, I'm very curious now.  ha, Good night Tom. :*",negative
@katelyntarver i LOOOOOOOVE your duet with mitchel! sooo good! i've been a fan ever since american juniors,positive
"Decided that I'm going to start Okami, was hoping to give it a go tonight but 4 day headache is still lingering around.",negative
"@Ceilidhann Aww, that's no good.   Anyway, in case I forget or the day's over when I'm next on Twitter - happy birthday for tomorrow!",negative
"totally fucked up maths today  now, to conclude my speech which i was supposed to do yesterday...",negative
@mileycyrus hope what ever it is gettting you  runs away take care,negative
Bed...set my alarm for 5:30am to study some more,negative
@rachelyn082909 poor guy.,negative
"is partyin' with his new speakers, a can of Moutain Dew, and a list of things to program. Also waiting for a few calls.",positive
There was no milo.. i had to have plain milk  aw wwell. Off watching raise your voiceee.. laddazz &lt;3,negative
Going to see Mickey today!,positive
"Why do you have to be so busy, daddy",negative
@brefrank I stay like 2 blocks from Thornridge,positive
"Right i've started the cider, just hoping 9 btls are enough for tonight.",positive
@SEAgreene12,negative
@sarahsss you're welcome &lt;3,positive
@backstreetboys i want to book tickets for all your shows in the uk but its not letting me,negative
@PurpelBlur OOOOH is it that internet-sensation woman?  Ah. hur hur i didnt know her name lol,positive
"Eating food, work @ 5, with brett after",positive
@CaroTheNyx lol i dont  drool you do. Im awake far too early on the weekend,negative
just lost my e-meal...stomach all icky....,negative
@kfirpravda Knesiyat Hasechel have been quite korny lately...,positive
"Happy NO SMOKING anniversary to me!! Its been 2 years today that I quit!! I really can do anything I set out to do,",positive
@CHRISDJMOYLES Snap the thought of a 12/14 hour day is not good,negative
@BisForBecca u shd come to the UK more often  U've brought the sun ..x,positive
"9503059 - mm just did a quiz on facebook, How good are you in Vietnamese? and got 10 out of 10  But that... http://tumblr.com/xz11wmvm7",positive
dumb kyle i @him but doesnt have me on his updates,negative
"It's nice to spend an extra day with him/not worry about driving mid-day, but I feel bad that I get one less day with mom/in MA",negative
Been on the road for an hour now - still nowhere close to Brenham  Cant wait to get home and get some Blue Bell!!!!,negative
is heading to Oxford later today  but needs to search for presents!!,positive
@G_Giallousis as valei ena 3ponto o Greer kai tous exoume... Good luck g Deutera,positive
Missin thee hubby  . Come back home already.,negative
@vic23 unfollow!,positive
I'm just sitting on a bench on the street waiting for friends. Why do men have to stare and hiss at me?   http://bit.ly/PniG,negative
This is the best leather sofa in the world!  It's in the office though which means I'm still here working,negative
@alxxiaa92 DON'T SAY THAT! You're going to make me BAWL.,negative
I ate too much nachos  I blame Tokio Hotel and only Tokio Hotel,negative
rofl. sooo friggn bored. addd me  www.myspace.com/lozza_4life,positive
My beloved doggie is gone,negative
Where be he?  x,negative
wishes my fever would go away.. and my knee was back to normal so I could go ride,negative
"@eddieizzard Johannesburg, is lovely, we have sunshine and just enough cloud to ensure its not too hot! Awsome! tnx 4 asking",positive
Where the hell are my cousins @shesraia &amp; @jiasquared? I've never talked to them today  I feel so lonely once again. HAHA ew please,negative
"@whiteorchid418 I'm just happy you've found a town in OK that not only has a school but can read a resume as well  Just joking, Okies",positive
@Meshel_Laurie HUZZAH and HOORAY for procreation! I hope you donate one of them to a suitably childless gay couple. Can't be selfish!,positive
"@ddlovato  ****** LIFE is not always easy, but you just need to live it ONE DAY AT A TIME",positive
@AudreyMcClellan What an awful thing to say to you  I would have let my 2 year old kick her in the shin ;),negative
is feeling awful today. blehh,negative
My goal is to be in bed by 2am,positive
enjoying the bed weather with Miggy and Mel. Yay.,positive
@ememess welcome back - you were missed on here  Glad you had a good time despite the weather..,positive
Wow! New 20&quot; iMac at work! Simba approves,positive
@benefico you should have said something to him!,positive
goodbye to all I want god bless .xox0,positive
im so sick..and my entire family is coming up today for my birthday..AND i have so much studying to do. ughh,negative
@ScriptedChaos happens to me too. The only followers I really see go missing r the pretty face bots that show up again next week anyway.,positive
Staying home tonight. Too tired. My feet kill me right now!,negative
Should be back in an hour,positive
will be at cavite until tom.  http://plurk.com/p/x325r,positive
"Sunday morning, Just did some boxing and some running, Now its time for lunch on a sunny balcony",positive
I just say a humming bird,positive
Ewww i have freaken writers bump,negative
Just lost $160,negative
@SKMusic Im very happy for you,positive
Urgh its monday again!!,negative
"@robertwise ooh, wish I had one of those, but I cant eat it, cause Im allergic to gluten  Love them though!! you getting ready for Mexico?",negative
"@mainehorses Hi yep show season , hay seasom , hard to get on th old Twitter as much, have a great day",positive
fish just gave me 3 stacks in plo hu  i feel fine *g*,positive
GONNA C MY TEDDI BEAR 2MORROW..MADD HAPPY I MISSED HIM N HE CAME @ THE PERFECT TIME LOL,positive
I had a sweet dream last night. Too bad it's over now; back to reality.,negative
@BubbleCow Check out my blog @ http://melissaannlong.blogspot.com for fun updates on paranormal romance and urban fantasy.,positive
"What you up to, guys?",positive
"Awesome, just got Kyle into The Airborne Toxic Event. Now he's gonna listen to the entire album.",positive
i just did kareoke to bohemian rhapsody with chris.,positive
tried the mudpie @ new york new york restaurant - love it,positive
Seems jRuby support for hpricot is now two versions behind,negative
@maybelline_  So... Spill the BEANS    - I think I just found out something I shouldn't know ????,positive
@unitechy shd be around 36-37 i'd say..,positive
"-- ahhh! No, no, no...I do not have time to be sick this week! Go awwwaaayy! Bah!",negative
@vinnaren Vad hette den mjukvaran online som letade upp information? Typ iFindyou eller iLiketodoyourwork4you,positive
I want somen noodles,negative
"@bibendumwine Put them in a pot, splash white wine, touch garlic butter - keep lid on for 5-7 minutes, perfect every time... my NZ roots",positive
"Going To The Drive In With Josh, Chase, John, And Kristina",positive
Stupid f**king space button tweaking out on me. Going to have to call Verizon again and get yet ANOTHER free blackberry.  I'm spoiled!!,positive
"@Kianasaurus - I mean, I can't look at &quot;inspiring&quot; pictures now",negative
@lakersnation follow me,positive
@JenniferJmoy Sad part is I don't know where I put my copy of the extended version DVD.,negative
@ilovepie mines too... I'm finding it well hard to get fit...,negative
"mourning the loss of my amazing kitty, Milo. Having a hard time knowing he isn't sleeping at my feet like he used to every night",negative
Finally home. Eating cupcakes with the bestie after the most brilliant steak dinner.,positive
while my family went to liseberg i got a ride home to my mommy,positive
